ID,BS1D,BS1S,BS2D,BS2S,BS3D,BS3S,BS4D,BS4S,BS5D,BS5S,BS6D,BS6S,BS7D,BS7D,PS1D,PS1S,PS2D,PS2S,PS3D,PS3S,PS4D,PS4S,PS5D,PS5S,PS6D,PS6S,PS7D,PS7S
COG43075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43077,0,0,0,0,0.00952381,0,0.0285714,0.0285714,0.00952381,0,0,0,0,0,0,0.00952381,0,0.0380952,0.0285714,0.00952381,0.0380952,0.0666667,0.0380952,0.00952381,0,0.0285714,0,0
COG43078,0,0,0,0,0,0,0.0566038,0,0.0188679,0,0,0,0.0188679,0.0188679,0,0,0,0,0,0,0,0,0.0188679,0,0,0,0.0377358,0
COG43079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43080,0.00714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285714,0,0.00714286,0,0,0,0.0285714,0,0.0142857,0,0,0,0
COG43081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43083,0.00194553,0.00389105,0.00389105,0,0.0194553,0,0.00194553,0.00194553,0.00583658,0,0.00583658,0,0.00583658,0.00583658,0.00194553,0.0136187,0.0214008,0.00194553,0.0175097,0.00194553,0.0389105,0.00389105,0.0214008,0,0.0077821,0,0.00972763,0
COG43084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027027,0,0,0,0,0,0,0,0,0,0,0,0
COG43085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43087,0,0.00724638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43088,0,0,0,0,0,0,0,0,0,0,0,0,0.00205339,0.00205339,0,0.00205339,0.00205339,0,0.00205339,0,0,0.00205339,0.00205339,0,0.00821355,0,0.00410678,0.00205339
COG43089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43090,0,0,0,0,0,0,0,0,0.0181818,0.0181818,0.00909091,0.00909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43095,0,0.00113122,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113122,0,0,0,0,0,0,0,0,0,0,0,0
COG43096,0.154639,0.0206186,0,0,0,0,0,0,0,0,0,0,0,0,0.0309278,0,0.0103093,0.0103093,0,0.0103093,0.0103093,0,0,0,0,0,0,0.0309278
COG43097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43098,0,0,0,0,0,0,0,0,0,0,0,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43100,0,0,0,0,0,0,0,0,0,0.0126582,0.00632911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG431,0.0169263,0.00967216,0.0217624,0.0145082,0.00725412,0.00241804,0.0265984,0.0265984,0.0145082,0.0193443,0.0145082,0.00967216,0.0193443,0.0193443,0.0145082,0.0362706,0.00483608,0.0265984,0.00241804,0.00241804,0.0290165,0.0338526,0.00241804,0.0120902,0.00483608,0.0193443,0.0362706,0.0290165
COG43101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0060241
COG43104,0,0.0425532,0,0.0106383,0,0,0.0106383,0,0,0.0106383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263158,0,0,0,0,0
COG43108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43109,0,0,0,0,0,0,0,0,0.0103093,0,0,0,0.00515464,0.00515464,0.0103093,0.00515464,0,0,0,0,0,0,0,0.00515464,0,0.0103093,0.0103093,0.0309278
COG43110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43111,0,0.0153846,0,0.0307692,0,0.0307692,0.0153846,0,0,0,0,0.0153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43117,0,0,0,0,0,0.00446429,0.0178571,0,0.00446429,0,0,0,0,0,0.00892857,0.00446429,0,0,0,0.00446429,0.0178571,0,0,0,0,0,0,0
COG43118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43119,0.0214067,0.0244648,0.0214067,0.0489297,0.0152905,0.0183486,0.0428135,0.0428135,0.030581,0.030581,0.030581,0.0336391,0.0336391,0.0336391,0,0.0030581,0,0,0,0,0.0030581,0,0,0,0,0,0.0030581,0.0030581
COG43120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43124,0,0,0,0,0,0,0,0,0.00502513,0.00502513,0,0.00502513,0.00502513,0.00502513,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43125,0,0,0,0,0,0,0,0,0.00289855,0,0.00289855,0,0.00289855,0.00289855,0,0,0.00289855,0,0.00869565,0,0.0057971,0.00289855,0.0115942,0.00289855,0.0173913,0,0.0057971,0
COG43126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43128,0,0,0.00343643,0,0,0,0,0,0.00343643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43129,0,0.00925926,0,0.00925926,0,0.00925926,0,0,0,0,0,0,0,0,0,0.037037,0.0185185,0.0462963,0,0.00925926,0,0.0185185,0,0,0,0,0,0
COG43130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00534759,0,0,0,0,0,0,0,0,0,0,0,0
COG43133,0,0.00108932,0,0,0.00108932,0,0,0,0.00108932,0,0.00217865,0,0.00217865,0.00217865,0,0.0087146,0,0.00217865,0.0043573,0.0043573,0.00326797,0.00326797,0.00544662,0.00217865,0.00762527,0.00108932,0,0
COG43134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43138,0,0,0,0,0,0,0,0,0,0.0117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43139,0.0149254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43143,0.0242215,0.00346021,0.00346021,0.00692042,0,0,0,0.00346021,0.00346021,0.00346021,0.00346021,0.00692042,0,0,0.00346021,0,0.00692042,0,0,0.00346021,0,0,0.00692042,0.00692042,0,0.0138408,0.0242215,0.0138408
COG43144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43148,0.00549451,0.00549451,0,0.0164835,0,0.00549451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43151,0,0.0416667,0,0,0,0.0138889,0,0,0,0,0,0,0,0,0,0.0833333,0.0138889,0.111111,0.0138889,0.0277778,0.0138889,0.0138889,0,0,0,0,0,0
COG43152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43155,0,0.0172414,0,0.0344828,0,0,0,0,0,0.0172414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43156,0,0.00588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00588235,0,0,0,0,0,0,0,0,0,0,0,0
COG43157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43163,0,0,0,0,0,0,0.00660066,0.00330033,0.00330033,0.00330033,0.00990099,0,0.00990099,0.00990099,0.00660066,0.00990099,0.0132013,0.00990099,0.00660066,0.00990099,0.0132013,0.0165017,0.0132013,0.00990099,0.00990099,0.00660066,0.0330033,0.00660066
COG43164,0,0,0,0,0,0,0.0128617,0.00321543,0.00643087,0.0128617,0.00321543,0.0160772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43167,0,0.00651466,0,0.00977199,0,0,0.00651466,0,0.00162866,0.00488599,0,0.00162866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00740741,0,0,0
COG43171,0.0181303,0.00566572,0,0.00396601,0,0.000566572,0,0.00169972,0,0,0.000566572,0,0,0,0.000566572,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43179,0,0,0,0,0,0.00689655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00689655,0.0206897,0,0,0,0,0,0
COG43180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43188,0.00179533,0,0,0,0,0,0,0.00179533,0,0,0.00179533,0,0.00179533,0.00179533,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43189,0,0,0,0,0.0188679,0.0188679,0.0188679,0.0188679,0.0188679,0,0.0188679,0,0,0,0,0,0,0.0943396,0.0754717,0.0754717,0.132075,0.0754717,0.0943396,0.0943396,0,0,0.0188679,0.0188679
COG43190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43192,0,0,0.0222222,0,0,0,0.0444444,0,0,0,0.0444444,0,0.0888889,0.0888889,0,0,0,0,0,0,0.0222222,0,0,0,0,0,0,0
COG43193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454545,0.0454545,0.0454545,0.0151515,0.030303,0,0,0,0,0,0.0151515,0.0151515,0
COG43194,0.0015674,0,0.0015674,0,0.00470219,0,0,0,0.00940439,0,0.00470219,0,0.00940439,0.00940439,0,0,0.0015674,0.0015674,0,0,0.0015674,0,0,0,0,0,0.0015674,0
COG43195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0789474,0.0263158,0.0263158,0.0526316,0.0263158,0.0526316,0.0263158,0.0263158,0,0,0
COG43199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG4320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43200,0,0.106984,0.0475483,0.0950966,0.166419,0.0713224,0.20208,0.344725,0.213967,0.142645,0.166419,0.0713224,0.213967,0.213967,0,0.0129528,0,0.00259056,0,0.00259056,0.00259056,0.00259056,0,0,0,0.00777169,0,0.00777169
COG43201,0,0,0.0751263,0.0725358,0.0310868,0.0492207,0,0,0.0673547,0.0569924,0.0336773,0.0233151,0.0569924,0.0569924,0.00518113,0.190193,0.344725,0.451709,0.356612,0.273403,0.725111,0.713224,0.570579,0.28529,0.261516,0.106984,0.451709,0.154532
COG432,0.160615,0.1373,0,0,0,0,0.129528,0.101032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43202,0,0.00584795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00584795,0.00584795,0,0.00584795,0,0.0116959,0.00584795,0.00584795,0.00584795,0,0,0.00584795,0
COG43203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43206,0,0.0731707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43212,0,0,0,0,0,0,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43214,0.010274,0.00342466,0,0,0,0,0.00342466,0.00342466,0,0,0.00342466,0,0.00342466,0.00342466,0.0136986,0.0342466,0.0171233,0.0273973,0.00342466,0.010274,0.0479452,0.0445205,0.00684932,0.010274,0,0.0239726,0.0239726,0.0513699
COG43215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43218,0.0155039,0.0232558,0.00775194,0.0155039,0.0155039,0.0155039,0.00775194,0.0232558,0.00775194,0.0155039,0.00775194,0.0310078,0,0,0.0387597,0.00775194,0.0232558,0.00775194,0.0155039,0.0310078,0.00775194,0.00775194,0.0155039,0.00775194,0,0,0.0155039,0.0155039
COG43219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43222,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.12,0,0.02,0.06,0,0.02,0.02,0,0,0,0
COG43223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43226,0,0.0517241,0,0,0,0,0,0,0.0172414,0,0,0,0,0,0,0.0344828,0,0.0172414,0,0,0.0172414,0,0.0172414,0,0.0172414,0,0,0
COG43227,0,0,0,0.00746269,0,0,0.00746269,0.0223881,0,0,0,0.0149254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43228,0,0,0,0,0,0,0,0.0075188,0.0075188,0.0225564,0.0075188,0.0075188,0.0075188,0.0075188,0.0075188,0.0075188,0.0150376,0.0075188,0.0300752,0,0.0075188,0.0075188,0.0150376,0,0.0150376,0,0.0451128,0
COG43229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43232,0,0,0,0.00606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43236,0.00161551,0,0.00161551,0.00161551,0.00161551,0.00161551,0.00484653,0,0.00646204,0.00161551,0,0.00161551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43238,0,0,0,0.0212766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43239,0.0367647,0.0165441,0.0110294,0.00367647,0.00919118,0.00919118,0.00919118,0.0183824,0.0147059,0.0128676,0.00735294,0.0128676,0.0202206,0.0202206,0.03125,0.0183824,0.0238971,0.0147059,0.0128676,0.0128676,0.0202206,0.0349265,0.0147059,0.0128676,0.00551471,0.0147059,0.0275735,0.0183824
COG43240,0,0,0,0,0,0,0.00840336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43241,0,0.0444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43249,0,0.0176991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43257,0.0265487,0.0265487,0,0,0.00884956,0.00884956,0.0176991,0.00884956,0,0,0,0.00442478,0.00442478,0.00442478,0.20354,0.0929204,0.128319,0.0929204,0.132743,0.0530973,0.212389,0.247788,0.115044,0.0575221,0.0663717,0.0309735,0.252212,0.0486726
COG43258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG43264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
